index,message
12089,Says help
4796,gg :D
5609,Im Spotted at K7!
14030,IS-7 you are imbecil or what a fuck?
37904,send it
32386,1 2 line come with me
52654,M53/M55
44921,\NAZI TWATS
15449,can pen
19705,:D
6280,best
50916,wtf i have full hp xD
1055,pixel shot lol
28117,e25
21936,woq
6798,nice
32941,omg land of UA and cz idiots
16402,you make me battle
17333,i wil ltake ur shots?
43868,mormal
39781,gj scout
24557,pls all hill
4713,OH
28878,???
50851,sry
3421,nah
34452,rreport this bot
36120,gl hf
4239,"no kurwa jebana, nie mia??o jakiej mapy polosowa??"
43076,I was hitted by him
14773,BACK
1672,move bot
6711,YES!
27552,caliban nice help
23890,ok
44033,Im Spotted at C4!
14433,stfu dead *****es
16535,gg
27600,CS 44
47507,vc 336 dame
43313,omg this guy has 22k battles with 407 wn
37064,hill?
26730,no cap
1816,fuck this... the Suicide is In and you Lot Lose...
49089,Im Spotted at C8!
52726,t103 faggot fuck off
16218,cap
25620,i was playing HO RI :D
23493,yep
51763,help
54600,wow no heavies
1778,ggg
2989,other tiger
51043,come on
52249,yip yip?
51108,we have the best scouts ever
1883,THANKS
4586,moove
20455,mourrasque nob... -.-
41229,gg
4102,no help him
23747,literally throwing on his own
39975,Im Spotted at A9!
44035,Im Spotted at C3!
40180,is go
33590,mongol
39601,enemy 431 dmg
37043,gg
52583,report char = bot
15567,move kv
15314,Oh its broken..
50107,Im Spotted at J1!
47791,nice job IS4
29398,push line 0
39063,i have 14 swc reloading
51089,tiger noob
12197,Im Spotted at F9!
21811,ur *** full hp
23550,"stupid arty, why u didnt shot to LT ????????"
21003,варгейминг обоссаная помойка
29093,we will cap
6026,vk you can go cap
23676,oops
41957,gg
5217,bc cap
12760,noob team
7219,trash TS
43633,happy dying
33555,pls all report IS-M bot
30293,h9 still
5002,TEAM?
17336,gj retards
41946,gj elc
8324,always
39075,ye
10214,learn how to play
37951,자증나서 아무것도 하기싫어지내
10113,comon we need win
17515,run
9212,gg
1122,GO GO GO
24659,no luck
15904,you are ranting in the chat instead of playing
41598,rak vitte volna el
3786,uhhh de balfasz
24464,iidocie
16971,fuck off
12742,again.. only eight of you back there and you still failed to kill one tank
23079,gg
5054,pls DIE
51854,gg
13877,K 7
49655,no
21584,ggwp
4563,gjnjv
5545,dog
33696,fffffffffffffffffffffffffff
30933,deinstall
3169,Засвет в квадрате C7!!!
29300,really/ we camping?
31662,T-832 bot :(
2814,fulll debile
31303,Im Spotted at E2!
43454,loose after loose
7370,gg
41331,BASE DEV
2592,Im Spotted at A6!
33697,u are idiot
45344,good spot elc
3345,gg
45492,help
45094,nah
22867,"you have the advantage, you need to push"
39475,lol
20618,фоч лошара
16278,take h3 with me?
20436,such apes should be banned permanently
53807,how many sheeps I have to kill this time?
20822,2 TDs go kill WZ
24075,lets hold here
19176,gg
28638,charge!!!
4784,umm fixed batle bouncing off side of tier 4 dw2
31621,push up and cover me
24347,9&gt;
31038,wtf is the t100 doing
19053,3 no life Lefh players
45007,puros pajeros
44663,703 go
52701,Im Spotted at G2!
16176,need useless pawleck to help
36413,gg
38507,gj
4534,hidden
39425,lol
3230,gg team of bits
53050,spot AMX ELC bis
20151,шо ви там пиздите-ніхуя нерозумію)))
18515,all one side fucking retardsd kidsd
8006,:*
11835,gg
23061,thank u
19959,by a lot
42453,lol
21048,The connection has been lost.2x
12372,crap
5997,top gun
1050,wow
13950,wtf
24772,212А hit me
22201,omg
36377,ggs
22591,no just coward campers tomatoes
49042,someone pls tell me how to play medium tanks
33804,fu
38686,please
42601,stop
26450,leo help the udes
30617,Засвет в квадрате A1!!!
27747,just stupid as bread
10181,i hunt pascucci
13803,go in the bush
47365,gg
7995,Be careful
21157,ready
2244,gg t78
38630,xdd
51668,Niiice
8496,take it easy guys
46587,fuking useless botr
48734,gg wp
16960,GGG
47406,O-ni bot
8427,stupid
47245,gg
30398,ok now is good
19395,hill
35984,what happens if he crashed ? :p
26571,ахахаха
10869,WHATS WIEV RANGE
53027,gg
49510,u run away like bitch
37498,to war!
43122,"lost, no doubt"
35635,gg
26583,5 хп
50944,KLASSSZ TIER IX
16467,4005 I am not spotted
52236,Im Spotted at G7!
53291,Im Spotted at E5!
13365,n1
27865,gg
20170,carry us then
39460,or lynx go cap
36968,spot the middle pls
33442,kill artys
17026,smoothbrains push after 15 seconds
11738,"на воде дохрена,Ю давите"
37719,gor reload
23793,FU udes and amx
5691,kill gsor
27341,M53/M55 hit me
27751,Im Spotted at K7!
4376,\
50228,they should stay there
35451,go spot
26560,:D
34192,fuckiking ass team
27915,or banana
41582,Kille the Grille?
25492,свет
23346,no cap
29818,a little closer to the base
44955,gg
33304,fck you - Im not from russia
28945,ty
26601,назад
12469,gg Heavy
52829,Im Spotted at H1!
28177,camping
26300,bye debile
49956,"damn, my team is afk"
39580,gj both
50348,They're not really pushing fast...
3567,team
19970,this map awareness
4776,i am
52387,"fucking guys, learn to aim"
6012,I am spotted at D4!
29462,welp
22150,Засвет в квадрате G7!!!
9039,gl hf
12154,why I listened to you idk lol
8824,setter play in dich
53152,8k
10348,go kpz
30775,THANKS!
37513,light
4550,fckin stb
43031,amx why?_
45373,fak repair tool cd
36067,thats why
39158,HALO???
27965,45% wr?
13671,я хер знает как с уебанами выиграть ска
10848,when you face a t6 do you cry too?
14267,concept pushed me while I was aiming
48334,thx
14726,enjoy loss then
23200,121b
48896,gg
5701,"yes, did not need to 3 cap"
54479,idiot
43128,moooveee
24402,no time
35513,Im Spotted at D1!
8151,yes !!!
2885,шерилан оы тоуж не вякал бы ебанат
8137,ура
3588,Help! I have overturned at E2!
12474,gg
42237,back off
30146,M.ORON LEOPARD
1842,цв
2132,DIGGA WEILLST DU MICH VERARSCHEN
22956,watch the back emil
37758,apparantly no english
17623,lol
41820,gg
30415,leo
7169,see? no brain
32710,for me?
33144,at your age and weight tter much longer
53395,elc shouldn move
9756,7 k battles
52307,afuck
3386,6k
3210,LOL!
25938,lol
39317,#ERROR!
41965,arty ???
20746,it s a joke
53944,see? riding it again
40346,k0
41411,I suggest that you don‘t
15645,ST ty kurwo posrana
32092,OK
47431,gg
37948,may ong than
19560,I have M53 48 s reload
4486,what was your bush ?
18977,CMOIN
20706,now save the game
54617,Засвет в квадрате A3!!!
19456,報P:??
48534,idioti
6183,go bxc
26009,arty
37039,2fanks
45496,next idiots
24800,leo just keep spotting tog
37079,back
16659,antymate
54693,lights go ffs
42528,AE
36496,DUDES
32436,leave some for us ;)
4081,gg
27277,noobs
2970,nah
36811,gg
14708,gg
46312,ha ha ha ha ha
22299,"tbh mate, also in a stock tank you can support just fine. if you can't do anyuthing, it's not the stock tank's problem ;)"
24143,so many noobs
32739,jbg gg
5316,come with me
16165,yes
34115,all bots
44510,top tier would be nice?
49293,go back to tier 2
52782,go more
24054,complete team fail
2346,:)
52169,arty please counter
26429,Skoda t56 are PL?
10261,pierdolone campy
41529,so when he teamkill me he gona get 30days ban :)
22566,hf
32844,круг не всегда певец но певец не всегда круг
12329,batoku na xuja tam stoisz?
9771,strv
42582,PUSH BZ
25119,you tank and spot
35975,but i think mods do
39775,I already load HE
11645,nie do???? ??e pizda na topie to jescze zjeb
7434,FU RETARD BOT TEAM
2764,report t25
20663,nj
25268,Im Spotted at J6!
7100,and the next waste of time match
19368,amx bis - u are a scout go infront
26021,2 cheaster reported
6345,sry su but thanks for coming
51969,afk
12051,nevermind
6713,only 1 shell
16459,бро
40148,where is WT ?
39148,its comming soon
10054,фугас
36084,sry
1879,thanks ;d
51023,gg
45596,campers team :)
9298,RETARDS
11620,help idiot
49132,no
19065,nice
17712,go for him pls
28394,can someone push here
32054,i hope
52220,wait for me
13994,report e50
24190,nice
12590,100 стой тут
11763,lorraine is one the hill I thinmk
25694,"stay put, let them come to us"
54637,nice
14767,left or right ?
34332,cancer artas
47639,gl 430
29824,and cap
21267,grats
18907,gg
3036,dont movz wz
31880,load HE and it is ez
41365,Засвет в квадрате H9!!!
45817,Bourrasque move with mle
50259,np
13455,kids....:D
15590,take your time and a good position
7914,good job egg
4317,push the damn hill omg
9995,gg
24747,nice
6024,vk go
15924,gg
31626,gg
42277,camp where u s\have been
23020,....
43835,without shooting
22866,Just be patient
27561,"no, you can do this :)"
22305,"well, our team full retard as usual"
34706,gg
2250,move closer and support yor team
54701,Im Spotted at G4!
49513,"sloba69[PO-T] (IS-3), you are on my line of fire! Get off!"
44862,defend base
16019,FFS
26176,Just hold here guys
12229,no cap
53553,there
10742,g
14407,m10
1782,зброд ебланов
42779,gg
39295,krasne to hras Joe83
7427,gj
4400,can you move
4890,"bisconte go play legi, baRBIE OR IN THW SABDPIT.."
47904,ᄌ격 미듐 ᄀ같년들...몸 약한 나도 왔는데 t^t
6099,Im Spotted at A7!
48593,nice
12591,100 ты уебок
26253,pls shoot havys
27632,nice
17446,follow me
26166,indeed
32845,скажи мне площать круга
27404,really*$
50413,hees reloading
54381,you good
13275,idiot
7035,thanks
25588,nvm
25666,"well, thats another story"
7496,arka gdynia klub wspania??y
44319,again and again MORONS in heavies
49970,yo you're a legend thanks
2235,do your JOB
8076,thx progettos
33367,fck animals
17806,підери
15347,bad team
36932,for my YouTube ;)
6561,6 vs 10 Sign
46808,elc camper
13299,gg
12055,another lose
12407,едь мы тебя прикроем
2243,so they move
8539,300 hp
32973,üdv
7751,arty tright
44568,wow
34555,spot skorp ther
10815,lol
46804,tvp
16673,arty
6725,GG
20848,whats the reload on tl 7?
48856,nada
46436,t1heavy bot
54537,spoot
45683,gg
38211,gj
35782,spaming gold
48989,skoda
34732,ggwp
10177,looser heaveisss
53115,lightg at our
14929,L0L never gona happen
19230,gg
27296,what
33925,ass shot...never turn on ur frens...lol
32894,gg ez lost noobs
11433,cap
44940,tasty
47153,help me
51232,help valley pls
54266,always fun to have 5 tanks looking at you
47794,СУ-8 hit me
20550,thanks to our manti
29245,go to base now
52734,no time
2718,he will come
24364,nice
29527,o
14783,ils peuvent me push
4530,amx blind
3029,NOOOOOOOOOOOOOW
1649,morti mati
22053,?????? your a light in a bush lol
19793,kill T44 100 pls
52902,tak ted
3337,stfu
13153,you can go attak
20332,1 Shot left...
41401,just like sea tutles hatching
39767,Center empty
30371,#ERROR!
2788,batshit hide
11760,sheridan stfu you sniping light
13693,strv please dont stand behind me thanks
39954,thnx
10097,s51
48356,gg
23125,"добить надо было,"
2543,carro you can be banned for pushing moi
28677,he back
37872,68 not realy
50315,why
40865,push
35254,ggs
3300,nice
38409,poor borat xd
8431,gg
38707,ok for me
29439,gg
8044,gg
47285,TVP is ont he hill
33496,"if you doesn‘t play with gold the battle will be like playing with airgun, fuck you wot"
13126,hi
23946,de este lado spoteen forro estan los dos juntos
36049,get lowe
23265,need this kill
30186,this game make a lot of sense
32561,gl ! sorry I wasn‘t more useful
50015,Im Spotted at H9!
30321,AFK NOOB
24281,то я блять винен шо ти дебіл неміг відїхати
37603,что не тушил?
17531,Ow hai all have a GG
10152,Im Spotted at H7!
52052,should i stay here
40361,Im Spotted at E8!
27023,wait please
34749,Im Spotted at E6!
33344,маус ебать ты дерево
27186,Im Spotted at G3!
54308,dolboebi
10764,T92 HMC hit me
6742,because we can't push other side
21508,why u camping cc?
13021,wuh wo
2193,rhm
52322,idiotrs
17685,at least fire a shot before you run
3664,behide
29507,unbelievable
42312,block
46823,Арта (105 leFH18B2) отстрелялась! По мне :(
17122,hp?
15536,:DDD
23490,you drove over him
47951,OP tonks needs a nerf
22808,thought the ho-ri would have flanked behind
23678,SOB an 85M that moved
19763,lightning speed Maus and E-100 :-)
19326,pussy
39643,ty
48776,lol
3644,rly
36557,?
49230,always medium bots
23229,nozt that way
18762,1390 wtf
52272,gg
26173,enjoy the game because it‘s your sweet moron
30690,dont go back ...artye]
31687,report the t54
3034,Засвет в квадрате H8!!!
12679,where ?
36333,moving
18347,for rekompesent
54168,"right, straight down the middle"
41495,thx bourasque
19971,Im Spotted at E3!
14039,now kill arta
12703,be man
11225,hm
32571,Im Spotted at F0!
28720,i forgot how long capping takes
36040,be careful
43585,wtf kanjpz
8033,i go
13830,ebr i need your help
40537,no cap please !!
45770,strv s1
40836,arty
20117,fast
22502,indeed he is
6632,i takze fatalisty arta
26388,nope
47255,I've been spotted in G1!
9647,heavy wtf???
39696,:)
43779,"but no, you went up over, got killed by the B-C for nothing"
25010,damn
42125,MORE EXP
33031,WELL DONE
42788,gogoggogo
8604,ram ram ram
29318,thats hy yall dead
1622,spotter somewhere
13223,noob t28
31384,"hahahahahahah yeah, like that was the promlem"
43991,wtf
49843,you was full hp...
46953,omg
16212,hey church flank is bare
24668,nope
5432,dont #uck it up.
31133,показатели игры не показатели личности
2407,leo go go not camp idiot
54107,",gg"
1596,yeah wait
6202,not there leo !@@@
19797,gg 8k
7677,&lt;:)
23021,Really all going one side?
6468,holy
39354,better
1469,I'm Spotted in G3 :(!
46635,a6
41990,other ji ro try hill
25672,2
21947,xD
51776,S1
44526,wtf
12488,SU-14-2 hit me
35446,yup small damage win/big damage loss night again...
54036,reo
16462,hero T832
39575,Im Spotted at H2!
1441,pierdol sie
9475,&lt;3
24195,arty kill theirs
11866,a5
46324,"dont be sad scorp, its allways same, ebr players can not passive scouting, they noobs"
23315,strv
17474,all there
21539,дада
34352,ur one of them :x
53653,tf does that mean
9144,играй в ангаре дно
44190,momix i have this epic moment ahahah
31014,:(
20702,rounds
54444,Засвет в квадрате D5!!!
9120,лт сука вернись ттут посвети даун
8073,kurva
24011,Засвет в квадрате G3!!!
11206,draw=lose
12211,all good?
21649,that premium ap on the su100y is an absolute madness
51441,ammoracked by tier 5
6685,-_-
36086,np
23104,go
29719,gg
11628,lmao
42031,*** ***
5888,wow invisible
25474,gg
45481,nice
28733,Im Spotted at C9!
10628,foch was there
42934,I am spotted in D9!!!
37427,go K line strv
43405,wot angers me up so badly
28407,хз такой рандом
8751,reload RHM
28665,spot mid please
51247,dickhead
12968,who was that retard
41888,thx
33557,motherfucker useless light
52511,Im Spotted at E5!
26659,захват
12105,shit reset if possible
21796,Im Spotted at F1!
11176,i got 3 enemies next to me
48736,spotted
22605,wy behind and helpd??
35408,I can yolo him
2479,Im Spotted at E0!
48929,nice
42796,tiger ping the direction
2547,it was lag
12989,хахаха
42165,and?
27872,f me
52213,fuck you leo
23966,good job JG
41938,:(
21992,help
41045,ehlp hill?
4506,blind
25520,Spotted at F9!
34670,smooth brain apes
42276,yoooo
28397,lost BOTY
2005,cant type
19279,phew
50226,how are the heavies going to get back?
16004,yes
32534,arty
32251,реальный пидорок ис 3
32197,"borasque, catch arty"
52154,arty idiot
34787,CAP
19817,свет
15985,gg
9465,go all one side and die
17980,hit
13348,u kidding
3539,is lietrally
50065,MAS
49152,u 2 tiers up idiot and are killed by the same of me my dear pro!
5870,saw that coming
9586,crappy
33040,oke
31707,run guys
24123,0 assist
32622,арта уходи
10959,#ERROR!
29861,idiots1
45393,win pls :)
51766,how the fuck you let them push mid
22857,why bother
39829,Im Spotted at C4!
38860,this is a win my estimated Heavy...
31359,stuppid artys
23636,o occ
52034,no you arent
32620,команда пид
10980,spot pls
46170,we can win this
17749,patience
40889,sry
36089,leo we need u here also
10161,joo
42913,gj isu
12658,gg
18904,e100
13114,smal mapXD
50555,he's an idiot
10716,cry baby
27857,push east + south
52777,fuck off campers
40350,M40/M43 hit me
43415,B-C 155 58 hit me
11149,Char Futur 4
36840,TEAM!!!
52638,там 100 хп...
10138,gg
12803,fucking arty
22097,"no one is crying fool, just stating the fact that you are a moron."
44436,gg guys
30407,gg
42838,***
7672,glhf!
45059,my gs
37886,what?
7078,good kill
10404,tbh
20321,don;t die in 1 min
13741,соррі
47203,bravo
36747,gg
36087,VK push
29210,you died? good
34569,zou two heavy retards shouold push you have hp
46797,zgg
7358,boubou
54493,nice
37235,어디로 쨌을까..
18111,be be
51031,"meds push north, wtf"
40678,ty
36259,ok look at base
44942,sry
16412,tvp
9638,idiot
17906,277?
14729,oh just only for you
30026,gg
25696,Ill stay at base
2376,report 279 IDIOT
19273,their lef is around k8-k9
8082,why why
15884,idiot ebr
11390,"nice loss, campers in the back"
7594,но зато на горке стоят
3301,Im Spotted at K4!
32578,Im Spotted at H2!
39712,AMX 30
23534,hide hide hide ... or not
2728,Im Spotted at E9!
7779,STOP THE FUCKIN CAMP
21098,but you push...
26474,lots of enemy for U
5342,gg wz
9890,uselss campers...
50892,"No body will help U, these are W&quot;¤g¤er"
30517,Im Spotted at F4!
31999,bounc on t95
45732,gg
17253,ggs
8576,oimg
14471,.axaxaxa
46579,useless spotterts
29832,debil
29029,I‘ve been spotted in G4!
10130,all work good i apreciate that
43959,you will die there
14722,felőlem mehet
45990,-1 skorpion
25617,but we won 2 games :)
15228,ffs idiots
32903,THANKS ISU
45206,helloooooo
43812,mind your buisness
13663,"i see,"
37187,gg
46059,XD
35068,we did our best
46732,i had mission idiot
47537,erb total idot
5705,i know
9644,no cap
54091,omg
2511,Im Spotted at G6!
3728,fuk this dh.t
47106,олени
34746,Im Spotted at E3!
9965,pls let me kill
14507,muslim?
53782,yes
10343,badger get up in there
8052,Im Spotted at D7!
12214,glhf
12306,)
36750,omg...
36807,for me
6238,omg
48961,bot players
33298,tepe kurwy ruchane w dupe szmaty
1446,dip=death south=win
50502,no shoots idiot
5023,Im Spotted at F5!
34837,9 losses in a row
6279,u did bes
18653,next !@#$%
2638,yep
31532,morons???
47408,im spotted
35629,done already
26286,you blocked me
27688,#ERROR!
45054,gl gl
21582,8k
37780,utopí se čum
3722,Im Spotted at D6!
26033,sry
41443,k3
48382,dumd you
40176,together
1755,report hwk
26360,epic team
18568,wtf
52127,dumb ass fuk
6850,1 go for sacrifice
1655,gg
42190,XDDDD
6970,hhhhhhh
41835,dont chase
54103,gg
26116,gg
22364,GG
11719,I love it when a plan comes together
28483,pls all report him
19883,пидорок норм свет
29916,good spots elc
24236,sit here and let yall fuck em up
35429,borr only danger
45285,beach?
35026,great work there team
22823,dva idiota
21306,hit
22158,i fed up my shot
30460,aimbot whoore
17787,Im Spotted at E4!
43147,hill ffs
6891,Im Spotted at H0!
33131,Im Spotted at C4!
42609,reset
3513,Падлы засветили меня &gt;:|
3305,Im Spotted at J8!
39195,I‘ve been spotted in K5!
48456,aholes
12041,leo is bot
36919,fire
19812,braindead su
48185,gg
38281,light
34250,Shark move your stinking ass
35289,XDDDDDDDDDDDDD
33374,retard leo
15533,tHNX SON OFF A BİTCH İDİOTS
24346,wher
35957,can we cap ? :p
44409,thx
7542,better off waiting on them
1665,load high explosive for ikv
18375,YOUR FAT MOUTH I DONT HAVE TYTO SEE WORTHLESS LEAF BLOWER
44549,full retard team.
15654,gg
53086,Im Spotted at D9!
22360,"great clutch, stb"
24375,в прицеле не стой
17920,HAHA
10365,turn right
44976,t28
24240,I can be spotter :-)
25096,since 277 fell back
12152,where
40472,I want to see that
45165,nice job
27795,gg
47632,"JattosTomi (EBR 105), you are blocking my target!"
34393,now we have 3 bots heavys where dont move
4827,Im Spotted at D6!
27978,you shold kill super hellcat in first klip but you move after shot
23416,elc is spoting
44377,blind
27892,бляяя
50772,whyyy
10318,cringe
28455,su i love ur shots
3365,Standart is this your realy
31016,m8a1
1998,Love Ur Neibhor! and his wife!
29798,for no play ...
39035,both on base
28634,"T28, you are getting setup for arty"
31453,ggs
48697,game after game people are doing this so i just leave rather than give the enemy any xp
9259,noob team
47511,cap co diem
19129,smieciu jebany masz full hp
47259,gj lynx
52814,Boring game
11970,indien..........
18744,xd
6958,noo
53858,GO STUPID SPOTH
3268,e5
37249,putin
13588,ape
30737,shit
51934,top idiots team reportet enjoy ban
10507,lil
30801,nice round is7
24184,XD
40057,gg
27526,jesus
11401,"hurry up and lose, i need to get to the next game for a mission"
25831,gl
29027,pussy play at its best
6155,finaly after 6 Tier VIII Battles
39444,gg
7808,STUPID TWAT
33670,bot
38124,lighting
3018,и полторы тысячи настрелял
13261,ohp i mean ty
31112,та хоть 150
17541,well arty on me
30785,))
14029,Push K line!!!!!!
2208,Rip
51471,push
40082,probably waiting
33469,reported as kretin bot!
38411,i have to stun 1 more second lol
37290,why are you here
49148,me pro you noob
42317,amazing
8224,outstanding game nevertheless
35021,ty
44304,sthis fk gun..
23042,well done AT
12014,other lef will get him
7223,next bot team
25867,вк красава
19445,НЕТ
31314,Im Spotted at J8!
12558,gg
43009,Our scouts are hidey hiders???
15377,oh well
14430,tje rock
2482,gg
6306,base
18596,fuck team
5653,speak normal
41904,Im Spotted at G5!
44415,lol fu
33383,you fucking retard t100
21950,he is there
15626,tracked back again
32155,wait
46856,мимо
53847,SOMEONE GO HILL
21654,no lt
37357,You can do it
20698,you cant let those two heavies sit there and snipe
35800,but we‘re blind without you
17780,bro
20677,their base ish
52379,move left ***
35692,slow down
24528,fuck idiots
35480,Im Spotted at H2!
12172,emir senin
45125,yeah too easy
6623,now kill *** arty
47092,last part of misison
18216,that LHMTV could be dead like 5 times
24356,пидр
29442,yugoslavia will be proud of me
26363,5 shells left
44203,chad's moving
31042,trash lt
18404,3k bounce
8218,shit
10393,cmon
12634,look the map t 110 e 4
7102,all bots run
4340,come on
47751,how you can activate reserves during game*?
37178,my b vk
15294,gg
29182,HE just good
24654,nooobs
20853,report
16980,ALL PLS REPORT MANTI BOT
7378,thx jg e100
19200,gg
20008,this tank is so bad does anyone know how to play iot
37835,mmm yes indeed
31477,gj
14266,to peek?
33819,e100 idiot
44219,rip
41232,i will spot your back side if you hold 1/2
54453,gggggg
3341,minotauro any fun I hope???
16164,only idiots play arty
35331,?
38325,pls dont cap :(
43608,"wow, 3 crashes later I land in an endgame... WTF??"
53951,gg
39526,i cant blind fire i got like 4 ammo left
20832,lol lucky fire
38913,12k combo
29149,fkin arta
13542,ebe move
35990,see you i go eat ahahah
32994,med???
9238,wp ;)
2143,mum jej
39108,i was spotted
15828,gj
31266,pls let me
11737,УНИЗУ Б1ЛЯ ВОДИ- АТАКУВАТИ ЗОВС1М ЗАБОРОНЕНО
47346,"guys you need to hit, wtf"
9994,yop....help your mooomj now
53181,gj
22583,move guys
28550,snap ik.
7893,of COURSE the JPE had to look at me
46285,ns arty
26272,B-C 155 58 hit me
28333,pleasure to meet you
39547,gg
34053,fu your stupid mother
47353,why dont spot obj?
2621,su is in range
19274,стб
9255,noob tema
29260,in the bush
45392,ARTYYS STB1
33331,idiot
8617,PLEASE
32764,HIT 53TP
8595,ipa why
40373,burda burda
30156,YEA OMG
29076,skorpion
34400,strv delete game
11545,cap skoda!
52704,just pinging their
23412,now we must push here
19650,"base campers, it's your time to shine"
3106,is klar idiot
36099,gg
7526,yep and with the sniping we lost this game
17048,футар сука даун
28785,our side is being arty‘d to death sitting on him
27716,why you crying??
22606,dont get it
32108,su
41164,fucking autoloader
53932,oh this is gonna be a rough match
40353,f...:/
19536,AMX...
37816,Im Spotted at D0!
1511,gj grille 15 ...
48192,gg
44351,ofc he lives
34628,поля удобряют
21499,report strv
50261,a
51804,E25
33686,fking vz
13138,sorry
24724,platoon 1 reported
52183,i'd load he or something
8561,thx just for daily mission
42486,keep capping
4565,опять подкруточки от ВГ
47810,aha FFS
49883,and dead
23887,no siema
25963,Im Spotted at F6!
16216,THank you for your great support on left side
1352,lol
26304,no spotters
12910,hfrb
53943,progetto has been riding my dick all game
16941,:P
23851,gj
5406,thx for spotting Cobra guys...
28146,out
34151,push hill
25323,come down e100
23798,at7 move !!!!
43923,its lost anyways
51217,all idiots 1 side bravo
28584,if they cap
53625,shit but GG and GJ
41459,why camp
43985,nope
48946,yo bz
52827,fv
49713,spot you shot
26835,standard b good?
24078,fastcap =?
9947,saying thx or u2
4655,sold mine ;)
31566,gg :)
2447,Засвет в квадрате J0!!!
25648,nice to hear that you like to eat it
1005,sry
32703,obj shot
43213,get control of pond or we lose
33534,yu are
31224,good
37410,nvm
24726,probably your fault
23342,pls stop cap
6583,fuck it as long as we win dont matter how lol
15043,gg
13343,u get a blind shot medal ?
6265,sos
6560,gg
4493,RUSH THE HILL U MORON
16991,u push u die..just wait
28764,gg
16495,ns
52990,KILL ARTA
38610,teamm
28100,to bad
52980,i have 0 armor
52824,np spot
36232,1
35262,6
7339,gg
32325,sku.veny wargaming
50610,take arty
30341,gj
4617,"thats game, solid map awareness"
45482,wow old player :D
35788,spot?
53885,T71 reported
13779,f
27180,fv 4 kills good round for you
26559,65т ты долбоеб
25156,gg
54038,Im Spotted at C5!
19339,holy shit
3053,gj
47572,he him
43408,"*** (Centurion 7/1), не мешай стрелять! Уйди с линии огня по противнику!"
28668,what are you doing man
5230,u2
43289,9 лвл дно
2662,what another dumbass
53433,LOL 527 FOR ARTY?
34912,???
53906,2mediom
47054,t29 help push bz
32971,fucking noob
39479,thx team
40562,gg
52906,ts3.hicoria.cz:31040
12332,or standing afk
53570,scorpion
36523,I‘ve been spotted in J3!
8615,JUST GO
54371,дятлы
6293,&lt;3
27451,ye cap and wait for art
8749,tkx prog
11288,i block you?
19098,ban E4
6065,ME?
54198,Im Spotted at E1!
48303,all 3 of you faggots
47611,you think they will all rush here ?
35164,nope
27187,Im Spotted at G3!
47809,i bouncing gold off that tvp
15547,:DDD
30205,Im Spotted at C5!
37279,kv 2
25354,блять играть не дал
10041,team ...
15525,cuuuz
2265,"Une saloperie me vois, je suis spot Bordel D4!"
48255,jajajjaja
50435,fail
33519,OMG WHAT A ******* BOTS
45920,THERE YOU GO STUPID
12587,твп чорт
49401,arty
49562,nara
2189,7k spotting is yours
23855,report 60tp
30440,"not enough of us in the valley, please send forces there!"
5297,gg
35541,hes tehr
21509,ur an italian td
1722,gg
29994,report CS-44
10065,Im Spotted at D7!
29474,@
11128,I WOULD REALLY LOVEV TO KILL MYSELF
35191,hellcat
51999,bihind the house
2111,268 moved
23856,report 7/1
30172,another fukup...
37435,we have to believe...
32023,omfg
21693,smv td on the c1 bush
23053,one here
2148,Rudy u gotta do this
18981,gooo scorpionnn
10518,here probs
45602,wz
37100,wft is this ping today ?
21930,gj team
2822,patton is one shot
23913,gg
8141,retard OBJ 277
5466,sorry team
38472,nice
39872,cap maybe?
17221,3-4min top
30138,3
32433,#ERROR!
32377,eu2 go
26858,go
10574,go spot and k??ll h??m
31552,last shell :)
37301,tough liil t50
50053,gg
54387,15 sec
41968,zweiter boom
32846,квадрат
1851,thx arty idiots
44385,tanks
17720,they will camp + crossfire
11964,voy yo ivan
34683,comedy today
52075,remember he has autoreloader
6385,0 line
49469,worst T29 ever
6161,нагнем?
7054,found him! lol
24090,ALL good ?
8147,wtfff
30020,hit something
49997,OOO the goonz squad lol
14821,where
13976,low wn8 trashs
11052,report team
20412,kv 3 wtf?
11304,coward ass
9340,Im Spotted at G3!
52463,now its like an empty shell
7976,cahr is yoloing T54
1673,hi all
13910,ugghh..
14851,foch
50407,"sorry guys, cant do nothing more"
37866,please report this shet
23010,gg
39057,gg
1518,gg
43086,"they have 4 green players to our one, its not even close"
17607,h8 lets go go go ogo go go ooo
21573,I am not moving
17502,pls can you kill fking phanter in e0
21751,;(
21624,стреляет
11045,best camper conqueror
28440,"Miazga1989 (BZ-176), you are blocking my target!"
4499,FUCK THE PROGETTO
27098,the power of good spotting (by enemy)
26536,fk you
19713,bot team useless udes
21394,0 scouts
28932,Vz push to dip?
27234,if he gets hit he is dead anyways
20543,u need hp
42546,let s go for passuci
15552,:D
26292,nice posi maus rly
49803,ffs 7 bounces
36950,yeah yeah going in
41866,thx
23986,same as enemy maus
40763,??
4968,finally 3 moe
32130,"yes retard,. this is not defend map"
9003,wtf
26229,AT2‘s are vunerable from the rear
36201,260
43131,m5 go spot
29459,gg team
33317,vittu sootana
48529,good job elc
21675,gogogoo
34377,fucking unuseful light...
50074,grille using heat
9049,let me 10 frags
35922,im looking at the 3 guys with turretss behind you
28302,you fcking leave
35912,do we have arty?
